,Vdrive,X,Y,endTime,freq,sensitivity,startTime
1,1.5,-0.000297945575,-0.0001838216375,1543112556.63,385.8,0.05,1543112550.79
2,1.5,-0.000298104529167,-0.0001831064,1543112562.41,385.7,0.05,1543112556.63
3,1.5,-0.0002975482,-0.0001847752875,1543112568.19,385.6,0.05,1543112562.41
4,1.5,-0.000297468729167,-0.000184139520833,1543112573.98,385.5,0.05,1543112568.19
5,1.5,-0.000295958783333,-0.0001850137,1543112579.76,385.4,0.05,1543112573.98
6,1.5,-0.0002958793125,-0.0001850137,1543112585.54,385.3,0.05,1543112579.76
7,1.5,-0.0002956409,-0.000185093175,1543112591.32,385.2,0.05,1543112585.54
8,1.5,-0.000296117725,-0.000185252125,1543112597.11,385.1,0.05,1543112591.32
9,1.5,-0.000294130954167,-0.0001850137,1543112602.91,385.0,0.05,1543112597.12
0,1.5,-0.0002937336,-0.000185093175,1543112608.78,384.9,0.05,1543112602.92
1,1.5,-0.000293415695833,-0.000186364775,1543112614.63,384.8,0.05,1543112608.79
2,1.5,-0.0002918262,-0.00018549055,1543112620.47,384.7,0.05,1543112614.64
3,1.5,-0.0002918262,-0.0001853316,1543112626.28,384.6,0.05,1543112620.47
4,1.5,-0.0002918262,-0.00018676215,1543112632.06,384.5,0.05,1543112626.29
5,1.5,-0.000291746729167,-0.000186205825,1543112637.85,384.4,0.05,1543112632.06
6,1.5,-0.0002918262,-0.000186046875,1543112643.61,384.3,0.05,1543112637.85
7,1.5,-0.000291428845833,-0.0001850137,1543112649.4,384.2,0.05,1543112643.62
8,1.5,-0.000291031491667,-0.00018549055,1543112655.2,384.1,0.05,1543112649.4
9,1.5,-0.000290316245833,-0.000186205825,1543112661.01,384.0,0.05,1543112655.2
0,1.5,-0.000290554666667,-0.000185887925,1543112666.79,383.9,0.05,1543112661.02
1,1.5,-0.000291269904167,-0.000185252125,1543112672.59,383.8,0.05,1543112666.8
2,1.5,-0.0002911109625,-0.00018676215,1543112678.39,383.7,0.05,1543112672.6
3,1.5,-0.000289283095833,-0.000186364775,1543112684.14,383.6,0.05,1543112678.39
4,1.5,-0.000289521525,-0.000185728975,1543112689.9,383.5,0.05,1543112684.15
5,1.5,-0.000290316233333,-0.0001853316,1543112695.8,383.4,0.05,1543112689.91
6,1.5,-0.000289601,-0.000186285295833,1543112701.67,383.3,0.05,1543112695.81
7,1.5,-0.0002901573125,-0.0001866032,1543112707.47,383.2,0.05,1543112701.67
8,1.5,-0.00029087255,-0.0001869211,1543112713.23,383.1,0.05,1543112707.48
9,1.5,-0.0002901573125,-0.0001869211,1543112719.03,383.0,0.05,1543112713.23
