#T	R[kOhm]
-40	34.7116
-35	25.0089
-30	18.2023
-25	13.3804
-20	 9.9313
-15	 7.4408
-10	 5.6257
 -5	 4.2910
  0	 3.3009
  5	 2.5602
 10	 2.0015
 15	 1.5767
 20	 1.2512
 25	 1.0000
 30	 0.8047
 35	 0.6518
 40	 0.5313
 45	 0.4357
 50	 0.3594
 55	 0.2981
 60	 0.2486
 65	 0.2084
 70	 0.1756
 75	 0.1487
 80	 0.1265
 85	 0.1081
 90	 0.0927
 95	 0.0799
100	 0.0691
105	 0.0600
110	 0.0523
115	 0.0458
120	 0.0402
125	 0.0354
